Função;Categoria;Subcategoria;Descrição da subcategoria;Nivel de Maturidade Atual;Pontuação Atual;Cenário Atual;Evidência/Fonte;Gaps;Recomendações
RESPONDER (RS);Mitigação de Incidentes (RS.MI);RS. MI-01;"Os incidentes são contidos

Exemplo 1: Tecnologias de cibersegurança (por exemplo, antivírus) e recursos de cibersegurança de outras tecnologias (por exemplo, sistemas operacionais, dispositivos de infraestrutura de rede) executam automaticamente ações de contenção
Exemplo 2: Permitir que os respondentes de incidentes selecionem e executem manualmente ações de contenção
Exemplo 3: Permitir que um terceiro (por exemplo, provedor de serviços de internet, provedor de serviço de segurança gerenciada) realize ações de contenção em nome da organização
Exemplo 4: Transferir automaticamente endpoints comprometidos para uma rede local virtual (VLAN) de remediação";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que estabelece objetivos e critérios para a gestão de riscos. No entanto, não há evidências de que as práticas de contenção de incidentes sejam formalmente aprovadas e expressas como política.;"[FONTE: Política de Segurança da Informação e Comunicações.pdf] - Objetivos estabelecidos na política; Disponibilidade: propriedade de que a informação esteja acessível e utilizável sob demanda por uma pessoa física ou determinado sistema, órgão ou entidade;";Elaborar política formal para contenção de incidentes;Implementar MFA (Multi-Factor Authentication) para autenticação de usuários
RESPONDER (RS);Mitigação de Incidentes (RS.MI);RS. MI-02;"Incidentes são erradicados

Exemplo 1: Tecnologias de cibersegurança e recursos de cibersegurança de outras tecnologias (por exemplo, sistemas operacionais, dispositivos de infraestrutura de rede) executam automaticamente ações de erradicação
Exemplo 2: Permitir que os respondentes de incidentes selecionem e executem manualmente ações de erradicação
Exemplo 3: Permitir que um terceiro (por exemplo, provedor de serviços de segurança gerenciada) realize ações de erradicação em nome da organização";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que estabelece objetivos para a gestão de riscos e incidentes. No entanto, não há evidências claras de como esses objetivos são priorizados ou implementados.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O objetivo estabelecido na política é a disponibilidade da informação. Além disso, há menção à gestão de risco e continuidade de negócios em segurança da informação.;É necessário estabelecer processos formais para priorizar e implementar as ações de erradicação de incidentes.;Elaborar política formal para priorizar e implementar as ações de erradicação de incidentes.
RECUPERAR (RC);Execução do Plano de Recuperação de Incidentes (RC. RP);RC. RP-01;"A parte de recuperação do plano de resposta a incidentes é executada uma vez iniciada pelo processo de resposta a incidentes

Exemplo 1: Iniciar procedimentos de recuperação durante ou após processos de resposta a incidentes
Exemplo 2: Informar todas as pessoas com responsabilidades de recuperação sobre os planos de recuperação e as autorizações necessárias para implementar cada aspecto dos planos";Nível 2: Informado sobre Riscos;2.0;A parte de recuperação do plano de resposta a incidentes é executada uma vez iniciada pelo processo de resposta a incidentes, o que demonstra que a organização tem um nível de maturidade em gestão de riscos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de risco e continuidade, o que demonstra que a organização tem um nível de maturidade em gestão de riscos.;A falta de uma abordagem mais formalizada e documentada para a recuperação após incidentes pode ser um gap para atingir o próximo nível.;Elaborar política formal para a recuperação após incidentes e implementar procedimentos claros para garantir a eficácia da recuperação.
RECUPERAR (RC);Execução do Plano de Recuperação de Incidentes (RC. RP);RC. RP-02;"As ações de recuperação são selecionadas, definidas, priorizadas e realizadas

Exemplo 1: Selecione ações de recuperação com base nos critérios definidos no plano de resposta a incidentes e nos recursos disponíveis
Exemplo 2: Ações de recuperação planejadas de mudança baseadas em uma reavaliação das necessidades e recursos organizacionais";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de risco, continuidade de negócios e auditoria e conformidade. No entanto, não há evidências claras de como as ações de recuperação são selecionadas, definidas, priorizadas e realizadas.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] Deve ser adotada a gestão de riscos de segurança da informação, segundo critérios a serem definidos pela área de Segurança da Informação da CGTI, para a identificação e implementação das medidas de proteção necessárias para a mitigação ou eliminação dos riscos.;É necessário estabelecer processos formais para a seleção, definição, priorização e realização das ações de recuperação.;Elaborar política formal para a gestão de recuperação de incidentes.
RECUPERAR (RC);Execução do Plano de Recuperação de Incidentes (RC. RP);RC. RP-03;"A integridade dos backups e outros recursos de restauração é verificada antes de usá-los para restauração

Exemplo 1: Verifique os ativos de restauração para sinais de comprometimento, corrupção de arquivos e outros problemas de integridade antes do uso";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação que aborda a gestão de risco e continuidade, mas não há evidência específica de que os backups e recursos de restauração sejam verificados antes do uso.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] - CGTI, a fim de receber, analisar e responder às notificações e atividades relacionadas aos incidentes de segurança em redes computacionais no órgão.;Evidência específica de verificação dos backups e recursos de restauração antes do uso;Elaborar política formal para a verificação dos backups e recursos de restauração antes do uso
RECUPERAR (RC);Execução do Plano de Recuperação de Incidentes (RC. RP);RC. RP-04;"Funções críticas da missão e gestão de riscos de cibersegurança são consideradas para estabelecer normas operacionais pós-incidentes

Exemplo 1: Utilizar registros de impacto no negócio e categorização do sistema (incluindo objetivos de prestação de serviços) para validar que os serviços essenciais são restaurados na ordem apropriada
Exemplo 2: Trabalhar com os proprietários dos sistemas para confirmar a restauração bem-sucedida dos sistemas e o retorno às operações normais
Exemplo 3: Monitorar o desempenho dos sistemas restaurados para verificar a adequação da restauração";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de riscos, continuidade de negócios e auditoria. No entanto, não há evidências claras de que as funções críticas da missão e gestão de riscos de cibersegurança sejam consideradas para estabelecer normas operacionais pós-incidentes.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos, gestão de riscos e continuidade de negócios em segurança da informação.;É necessário estabelecer políticas formais para a gestão de riscos e continuidade de negócios em cibersegurança, bem como treinar os funcionários para lidar com incidentes de segurança.;Elaborar política formal para a gestão de riscos e continuidade de negócios em cibersegurança.
RECUPERAR (RC);Execução do Plano de Recuperação de Incidentes (RC. RP);RC. RP-05;"A integridade dos ativos restaurados é verificada, sistemas e serviços restaurados, e o status operacional normal é confirmado

Exemplo 1: Verifique os ativos restaurados em busca de sinais de comprometimento e remediação das causas raízes do incidente antes do uso em produção
Exemplo 2: Verifique a correção e adequação das ações de restauração tomadas antes de colocar um sistema restaurado online";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a integridade dos ativos restaurados. No entanto, não há evidências claras de que as práticas de gestão de riscos sejam formalmente estabelecidas ou revisadas regularmente.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a segurança da informação, incluindo a disponibilidade dos ativos. Além disso, há menção à gestão de riscos e continuidade de negócios em segurança da informação.;A falta de evidências claras sobre a revisão regular das práticas de gestão de risco e a implementação de controles para garantir a integridade dos ativos restaurados.;Elaborar política formal para a gestão de riscos e continuidade de negócios em segurança da informação, e estabelecer processos claros para a verificação da integridade dos ativos restaurados.
RECUPERAR (RC);Execução do Plano de Recuperação de Incidentes (RC. RP);RC. RP-06;"O fim da recuperação do incidente é declarado com base em critérios, e a documentação relacionada ao incidente é concluída

Exemplo 1: Preparar um relatório pós-ação que documente o próprio incidente, as ações de resposta e recuperação tomadas, e as lições aprendidas
Exemplo 2: Declarar o fim da recuperação de incidentes assim que os critérios forem cumpridos";Nível 2: Informado sobre Riscos;2.0;A política de segurança da informação e comunicações estabelece critérios para a declaração do fim da recuperação de incidentes, bem como a documentação relacionada ao incidente.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O fim da recuperação do incidente é declarado com base em critérios, e a documentação relacionada ao incidente é concluída;A política não estabelece um prazo específico para a revisão de ofício das informações classificadas.;Elaborar um cronograma para a revisão de ofício das informações classificadas, garantindo que seja realizado dentro do prazo máximo de quatro anos.
RECUPERAR (RC);Comunicação de Recuperação de Incidentes (RC.CO);RC. CO-03;"As atividades de recuperação e o progresso na restauração das capacidades operacionais são comunicados aos stakeholders internos e externos designados

Exemplo 1: Compartilhar de forma segura informações de recuperação, incluindo progresso da restauração, consistente com planos de resposta e acordos de compartilhamento de informações
Exemplo 2: Atualizar regularmente a alta liderança sobre o status da recuperação e o progresso da restauração para incidentes graves
Exemplo 3: Siga as regras e protocolos definidos em contratos para compartilhamento de informações sobre incidentes entre a organização e seus fornecedores
Exemplo 4: Coordenar a comunicação em crise entre a organização e seus fornecedores críticos";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de riscos, continuidade de negócios e auditoria. No entanto, não há evidências claras sobre como as atividades de recuperação e restauração das capacidades operacionais são comunicadas aos stakeholders internos e externos.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] A política estabelece objetivos para a gestão de riscos, continuidade de negócios e auditoria, mas não especifica como as atividades de recuperação e restauração são comunicadas.;É necessário estabelecer políticas formais para a comunicação das atividades de recuperação e restauração às partes interessadas.;Elaborar política formal para a comunicação das atividades de recuperação e restauração às partes interessadas.
RECUPERAR (RC);Comunicação de Recuperação de Incidentes (RC.CO);RC. CO-04;"Atualizações públicas sobre recuperação de incidentes são compartilhadas usando métodos e mensagens aprovados

Exemplo 1: Siga os procedimentos de notificação de violações da organização para recuperação de um incidente de violação de dados
Exemplo 2: Explique as medidas tomadas para se recuperar do incidente e evitar uma recorrência";Nível 2: Informado sobre Riscos;2.0;A organização tem uma política de segurança da informação e comunicações que aborda a gestão de riscos, continuidade de negócios e auditoria e conformidade. Além disso, há um grupo de pessoas responsáveis por receber, analisar e responder a notificações e atividades relacionadas a incidentes de segurança em redes computacionais.;[FONTE: Política de Segurança da Informação e Comunicações.pdf] O conteúdo da política estabelece objetivos para a gestão de riscos, continuidade de negócios e auditoria e conformidade.;A falta de uma abordagem mais formalizada e repetível para gerenciar incidentes de segurança em redes computacionais;Elaborar procedimentos formais para notificar e responder a incidentes de segurança em redes computacionais
